feedback_id,application_id,stage_id,interviewer_id,date_of_interview,decision,decision_reason
FB-00754,APP-0281,STG-0026,IV-001,2026-05-01,No,Failed coding bar
FB-00755,APP-0282,STG-0026,IV-002,2026-06-06,No,Not good team fit
FB-00756,APP-0283,STG-0026,IV-001,2026-06-12,No,Salary expectations misaligned
FB-00757,APP-0284,STG-0026,IV-001,2026-03-28,Yes,
FB-00758,APP-0284,STG-0027,IV-001,2026-03-29,Yes,
FB-00759,APP-0284,STG-0028,IV-006,2026-03-31,Yes,
FB-00760,APP-0284,STG-0029,IV-001,2026-04-01,Yes,
FB-00761,APP-0284,STG-0030,IV-001,2026-04-07,Yes,
FB-00762,APP-0284,STG-0031,IV-001,2026-04-10,Yes,
FB-00763,APP-0284,STG-0032,IV-009,2026-04-10,Yes,
FB-00764,APP-0284,STG-0033,IV-009,2026-04-11,No,Declined - accepted FAANG competing offer
FB-00765,APP-0285,STG-0026,IV-001,2026-04-28,Yes,
FB-00766,APP-0285,STG-0027,IV-001,2026-04-28,Yes,
FB-00767,APP-0285,STG-0028,IV-009,2026-05-03,No,Missing required skill
FB-00768,APP-0286,STG-0026,IV-002,2026-06-19,Yes,
FB-00769,APP-0286,STG-0027,IV-003,2026-06-21,No,Location mismatch
FB-00770,APP-0287,STG-0026,IV-001,2026-04-18,Yes,
FB-00771,APP-0287,STG-0027,IV-008,2026-04-18,No,Failed coding bar
FB-00772,APP-0288,STG-0026,IV-006,2026-05-18,No,Commute concerns
FB-00773,APP-0289,STG-0104,IV-001,2026-06-03,No,Insufficient years of experience
FB-00774,APP-0290,STG-0104,IV-018,2026-05-16,No,Insufficient years of experience
FB-00775,APP-0291,STG-0104,IV-008,2026-06-04,No,Failed coding bar
FB-00776,APP-0292,STG-0104,IV-009,2026-06-14,Yes,
FB-00777,APP-0292,STG-0105,IV-018,2026-06-17,No,Location mismatch
FB-00778,APP-0293,STG-0104,IV-018,2026-06-16,No,Failed coding bar
FB-00779,APP-0294,STG-0104,IV-001,2026-06-29,Yes,
FB-00780,APP-0294,STG-0105,IV-001,2026-07-02,No,Failed coding bar
FB-00781,APP-0295,STG-0104,IV-001,2026-06-11,Yes,
FB-00782,APP-0295,STG-0105,IV-016,2026-06-12,No,Failed coding bar
FB-00783,APP-0296,STG-0104,IV-018,2026-06-04,No,Failed coding bar
FB-00784,APP-0297,STG-0104,IV-001,2026-07-08,No,Too junior for role level
FB-00785,APP-0298,STG-0104,IV-001,2026-05-27,No,Location mismatch
FB-00786,APP-0299,STG-0104,IV-015,2026-05-30,Yes,
FB-00787,APP-0299,STG-0105,IV-015,2026-05-31,Yes,
FB-00788,APP-0299,STG-0106,IV-016,2026-06-04,No,Location mismatch
FB-00789,APP-0300,STG-0069,IV-001,2026-06-21,No,Failed coding bar
FB-00790,APP-0301,STG-0069,IV-014,2026-04-29,No,Missing required skill
FB-00791,APP-0302,STG-0069,IV-001,2026-04-28,No,Location mismatch
FB-00792,APP-0303,STG-0069,IV-009,2026-06-12,Yes,
FB-00793,APP-0303,STG-0070,IV-011,2026-06-13,No,Failed coding bar
FB-00794,APP-0304,STG-0069,IV-001,2026-05-23,No,Commute concerns
FB-00795,APP-0305,STG-0069,IV-014,2026-05-16,No,Salary expectations misaligned
FB-00796,APP-0306,STG-0069,IV-014,2026-06-14,No,Not good team fit
FB-00797,APP-0307,STG-0001,IV-001,2026-06-10,No,Too junior for role level
FB-00798,APP-0308,STG-0001,IV-006,2026-05-25,Yes,
FB-00799,APP-0308,STG-0002,IV-006,2026-05-27,Yes,
FB-00800,APP-0308,STG-0003,IV-005,2026-05-31,Yes,
FB-00801,APP-0308,STG-0004,IV-005,2026-06-04,No,Salary expectations misaligned
FB-00802,APP-0309,STG-0001,IV-001,2026-06-02,No,Too junior for role level
FB-00803,APP-0310,STG-0001,IV-001,2026-06-24,Yes,
FB-00804,APP-0310,STG-0002,IV-001,2026-06-25,No,Insufficient years of experience
FB-00805,APP-0311,STG-0001,IV-001,2026-07-09,No,Commute concerns
FB-00806,APP-0312,STG-0001,IV-001,2026-07-01,No,Failed coding bar
FB-00807,APP-0313,STG-0112,IV-017,2026-04-06,Yes,
FB-00808,APP-0313,STG-0113,IV-001,2026-04-07,Yes,
FB-00809,APP-0313,STG-0114,IV-016,2026-04-11,Yes,
FB-00810,APP-0313,STG-0115,IV-016,2026-04-15,No,Salary expectations misaligned
FB-00811,APP-0314,STG-0112,IV-018,2026-04-16,Yes,
FB-00812,APP-0314,STG-0113,IV-018,2026-04-19,No,Failed coding bar
FB-00813,APP-0315,STG-0112,IV-016,2026-05-28,No,Not good team fit
FB-00814,APP-0316,STG-0112,IV-001,2026-05-03,No,Not good team fit
FB-00815,APP-0317,STG-0112,IV-001,2026-05-27,Yes,
FB-00816,APP-0317,STG-0113,IV-001,2026-05-27,Yes,
FB-00817,APP-0317,STG-0114,IV-001,2026-05-27,Yes,
FB-00818,APP-0317,STG-0115,IV-001,2026-05-29,Yes,
FB-00819,APP-0317,STG-0116,IV-001,2026-05-30,No,Location mismatch
FB-00820,APP-0318,STG-0112,IV-018,2026-06-02,Yes,
FB-00821,APP-0318,STG-0113,IV-009,2026-06-05,Yes,
FB-00822,APP-0318,STG-0114,IV-001,2026-06-09,Yes,
FB-00823,APP-0318,STG-0115,IV-018,2026-06-09,No,Location mismatch
FB-00824,APP-0319,STG-0112,IV-001,2026-04-22,Yes,
FB-00825,APP-0319,STG-0113,IV-016,2026-04-22,Yes,
FB-00826,APP-0319,STG-0114,IV-008,2026-04-26,No,Failed coding bar
FB-00827,APP-0320,STG-0112,IV-015,2026-05-17,Yes,
FB-00828,APP-0320,STG-0113,IV-001,2026-05-17,No,Too junior for role level
FB-00829,APP-0321,STG-0112,IV-009,2026-04-23,Yes,
FB-00830,APP-0321,STG-0113,IV-001,2026-04-25,Yes,
FB-00831,APP-0321,STG-0114,IV-001,2026-04-27,No,Not good team fit
FB-00832,APP-0322,STG-0078,IV-001,2026-04-17,No,Not good team fit
FB-00833,APP-0323,STG-0078,IV-008,2026-03-24,Yes,
FB-00834,APP-0323,STG-0079,IV-010,2026-03-24,No,Too junior for role level
FB-00835,APP-0324,STG-0078,IV-001,2026-05-28,Yes,
FB-00836,APP-0324,STG-0079,IV-008,2026-05-29,No,Failed coding bar
FB-00837,APP-0325,STG-0078,IV-014,2026-03-17,Yes,
FB-00838,APP-0325,STG-0079,IV-010,2026-03-20,Yes,
FB-00839,APP-0325,STG-0080,IV-009,2026-03-25,No,Not good team fit
FB-00840,APP-0326,STG-0078,IV-001,2026-03-28,No,Location mismatch
FB-00841,APP-0327,STG-0017,IV-001,2026-06-20,Yes,
FB-00842,APP-0327,STG-0018,IV-009,2026-06-22,Yes,
FB-00843,APP-0327,STG-0019,IV-001,2026-06-26,Yes,
FB-00844,APP-0327,STG-0020,IV-005,2026-06-26,Yes,
FB-00845,APP-0327,STG-0021,IV-001,2026-07-03,No,Not good team fit
FB-00846,APP-0328,STG-0017,IV-004,2026-05-13,No,Commute concerns
FB-00847,APP-0329,STG-0017,IV-001,2026-05-23,Yes,
FB-00848,APP-0329,STG-0018,IV-002,2026-05-23,Yes,
FB-00849,APP-0329,STG-0019,IV-001,2026-05-24,Yes,
FB-00850,APP-0329,STG-0020,IV-001,2026-05-27,No,Insufficient years of experience
FB-00851,APP-0330,STG-0017,IV-001,2026-05-24,Yes,
FB-00852,APP-0330,STG-0018,IV-001,2026-05-25,Yes,
FB-00853,APP-0330,STG-0019,IV-001,2026-05-29,No,Too junior for role level
FB-00854,APP-0331,STG-0017,IV-008,2026-06-15,Yes,
FB-00855,APP-0331,STG-0018,IV-006,2026-06-17,Yes,
FB-00856,APP-0331,STG-0019,IV-001,2026-06-22,Yes,
FB-00857,APP-0331,STG-0020,IV-006,2026-06-22,Yes,
FB-00858,APP-0331,STG-0021,IV-001,2026-06-25,Yes,
FB-00859,APP-0331,STG-0022,IV-001,2026-06-25,Yes,
FB-00860,APP-0331,STG-0023,IV-001,2026-06-25,No,Insufficient years of experience
FB-00861,APP-0332,STG-0017,IV-001,2026-05-21,Yes,
FB-00862,APP-0332,STG-0018,IV-001,2026-05-24,No,Location mismatch
FB-00863,APP-0333,STG-0017,IV-002,2026-05-17,Yes,
FB-00864,APP-0333,STG-0018,IV-001,2026-05-18,No,Not good team fit
FB-00865,APP-0334,STG-0017,IV-001,2026-05-13,Yes,
FB-00866,APP-0334,STG-0018,IV-001,2026-05-14,Yes,
FB-00867,APP-0334,STG-0019,IV-001,2026-05-14,Yes,
FB-00868,APP-0334,STG-0020,IV-008,2026-05-14,Yes,
FB-00869,APP-0334,STG-0021,IV-005,2026-05-20,No,Failed coding bar
FB-00870,APP-0335,STG-0017,IV-001,2026-06-02,Yes,
FB-00871,APP-0335,STG-0018,IV-001,2026-06-03,Yes,
FB-00872,APP-0335,STG-0019,IV-008,2026-06-06,Yes,
FB-00873,APP-0335,STG-0020,IV-001,2026-06-08,No,Location mismatch
FB-00874,APP-0336,STG-0017,IV-001,2026-07-07,No,Location mismatch
FB-00875,APP-0337,STG-0017,IV-008,2026-05-12,No,Missing required skill
